augustus	gaius_octavius
lt_Prince_of_HohenzollernSigmaringenPrincess_Amalie_of_HohenzollernSigmaringengt	lt_Prince_of_HohenzollernSigmaringenMarie_Antoinette_Muratgt
lt_Countess_of_MortonAgnes_Douglas_Countess_of_Argyllgt	lt_Countess_of_MortonWilliam_Douglas_6th_Earl_of_Mortongt
lt_Countess_of_ArgyllArchibald_Campbell_1st_Marquess_of_Argyllgt	lt_Countess_of_ArgyllArchibald_Campbell_7th_Earl_of_Argyllgt
lt_Countess_of_SoissonsEugene_Maurice_Count_of_Soissonsgt	lt_Duchess_of_MontpensierGaston_Duke_of_Orléansgt
lt_Countess_of_SoissonsEugene_Maurice_Count_of_Soissonsgt	lt_Countess_of_SoissonsThomas_Francis_Prince_of_Carignangt
joseph_duke_of_saxealtenburg	frederick_duke_of_saxealtenburg
georg_duke_of_saxealtenburg	frederick_duke_of_saxealtenburg
therese_of_saxehildburghausen	frederick_duke_of_saxealtenburg
princess_louise_of_saxehildburghausen	frederick_duke_of_saxealtenburg
princess_charlotte_of_saxehildburghausen	frederick_duke_of_saxealtenburg
charles_anthony_prince_of_hohenzollern	charles_prince_of_hohenzollernsigmaringen
princess_amalie_of_hohenzollernsigmaringen	charles_prince_of_hohenzollernsigmaringen
infanta_alicia_dowager_duchess_of_calabria	elias_duke_of_parma
umberto_i_of_italy	victor_emmanuel_ii_of_italy
umberto_i_of_italy	maria_adelaide_of_austria
umberto_i_of_italy	rosa_vercellana
lt_Princess_of_ScotlandConstance_Duchess_of_Brittanygt	lt_Princess_of_ScotlandConan_IV_Duke_of_Brittanygt
lt_Princess_of_ScotlandConstance_Duchess_of_Brittanygt	lt_Princess_of_ScotlandHumphrey_III_de_Bohungt
lt_Queen_of_SerbiaElizabeth_of_Serbiagt	lt_Queen_of_SerbiaStephen_Dragutin_of_Serbiagt
william_stafford_conspirator	william_stafford_courtier
bridget_de_vere	edward_de_vere_17th_earl_of_oxford
susan_de_vere_countess_of_montgomery	edward_de_vere_17th_earl_of_oxford
carola_of_vasa	gustavus_crown_prince_of_sweden
princess_marie_louise_of_parma	robert_i_duke_of_parma
henry_duke_of_parma	robert_i_duke_of_parma
joseph_duke_of_parma	robert_i_duke_of_parma
lt_Count_of_ArmagnacHenri_Count_of_Brionnegt	lt_Duke_of_VendômeCharles_Amadeus_Duke_of_Nemoursgt
lt_Count_of_ArmagnacCharles_Count_of_Armagnacgt	lt_Duke_of_VendômeCharles_Amadeus_Duke_of_Nemoursgt
charles_montague_cooke_jr	charles_montague_cooke
charles_montague_cooke_jr	anna_rice_cooke
clarence_hyde_cooke	charles_montague_cooke
clarence_hyde_cooke	anna_rice_cooke
ernest_louis_landgrave_of_hessedarmstadt	louis_vi_landgrave_of_hessedarmstadt
lt_Holy_Roman_EmperorFrederick_II_Holy_Roman_Emperorgt	lt_Holy_Roman_EmperorConstance_of_Sicilygt
nero	claudius
nero	gnaeus_domitius_ahenobarbus_consul_32
alexander_iii_of_scotland	joan_of_england_queen_of_scots
alexander_iii_of_scotland	marie_de_coucy
mercedes_princess_of_asturias	alfonso_xii_of_spain
mercedes_princess_of_asturias	maria_christina_of_austria
mercedes_princess_of_asturias	mercedes_of_orléans
infanta_maria_teresa_of_spain	alfonso_xii_of_spain
infanta_maria_teresa_of_spain	maria_christina_of_austria
infanta_maria_teresa_of_spain	mercedes_of_orléans
alfonso_prince_of_asturias_19071938	victoria_eugenie_of_battenberg
violant_of_hungary	gertrude_of_merania
violant_of_hungary	yolanda_de_courtenay
anna_maria_of_hungary	andrew_ii_of_hungary
anna_maria_of_hungary	gertrude_of_merania
anna_maria_of_hungary	yolanda_de_courtenay
theodosius_ii	aelia_eudoxia
mary_i_of_england	henry_viii_of_england
mary_i_of_england	arthur_prince_of_wales
henry_iii_of_england	isabella_of_angoulême
henry_iii_of_england	isabel_countess_of_gloucester
richard_1st_earl_of_cornwall	isabella_of_angoulême
richard_1st_earl_of_cornwall	isabel_countess_of_gloucester
eleanor_of_leicester	john_of_england
eleanor_of_leicester	isabella_of_angoulême
eleanor_of_leicester	isabel_countess_of_gloucester
isabella_of_england	john_of_england
isabella_of_england	isabella_of_angoulême
isabella_of_england	isabel_countess_of_gloucester
joan_lady_of_wales	isabella_of_angoulême
joan_lady_of_wales	isabel_countess_of_gloucester
joan_of_england_queen_of_scots	isabella_of_angoulême
joan_of_england_queen_of_scots	isabel_countess_of_gloucester
philip_iii_of_france	louis_ix_of_france
philip_iii_of_france	margaret_of_provence
agnes_of_france_duchess_of_burgundy	louis_ix_of_france
agnes_of_france_duchess_of_burgundy	margaret_of_provence
isabella_of_france_queen_of_navarre	louis_ix_of_france
isabella_of_france_queen_of_navarre	margaret_of_provence
blanche_of_france_12531323	louis_ix_of_france
blanche_of_france_12531323	margaret_of_provence
jean_tristan_of_france	louis_ix_of_france
jean_tristan_of_france	margaret_of_provence
lt_JrMartin_Luther_King_IIIgt	lt_JrCoretta_Scott_Kinggt
lt_JrBernice_Kinggt	lt_JrCoretta_Scott_Kinggt
lt_JrYolanda_Kinggt	lt_JrCoretta_Scott_Kinggt
michael_reagan	nancy_reagan
michael_reagan	jane_wyman
ron_reagan	nancy_reagan
ron_reagan	jane_wyman
maureen_reagan	nancy_reagan
maureen_reagan	jane_wyman
patti_davis	nancy_reagan
patti_davis	jane_wyman
james_murdoch_media_executive	wendi_deng
elisabeth_murdoch_businesswoman	wendi_deng
ed_stoppard	miriam_stoppard
alice_roosevelt_longworth	lt_SrMartha_Bulloch_Rooseveltgt
alice_roosevelt_longworth	alice_hathaway_lee_roosevelt
theodore_roosevelt_jr	lt_SrMartha_Bulloch_Rooseveltgt
theodore_roosevelt_jr	alice_hathaway_lee_roosevelt
kermit_roosevelt	lt_SrMartha_Bulloch_Rooseveltgt
kermit_roosevelt	alice_hathaway_lee_roosevelt
quentin_roosevelt	lt_SrMartha_Bulloch_Rooseveltgt
quentin_roosevelt	alice_hathaway_lee_roosevelt
ethel_roosevelt_derby	lt_SrMartha_Bulloch_Rooseveltgt
ethel_roosevelt_derby	alice_hathaway_lee_roosevelt
dmitri_nabokov	vera_nabokov
william_s_burroughs_jr	joan_vollmer
prince_carl_oscar_duke_of_södermanland	charles_xv_of_sweden
prince_carl_oscar_duke_of_södermanland	louise_of_the_netherlands
paul_i_of_russia	catherine_ii_of_russia
margaret_of_england_duchess_of_brabant	edward_i_of_england
margaret_of_england_duchess_of_brabant	eleanor_of_castile
george_v_of_the_united_kingdom	edward_vii_of_the_united_kingdom
george_v_of_the_united_kingdom	alexandra_of_denmark
princess_victoria_of_the_united_kingdom	edward_vii_of_the_united_kingdom
princess_victoria_of_the_united_kingdom	alexandra_of_denmark
prince_alexander_john_of_wales	edward_vii_of_the_united_kingdom
prince_alexander_john_of_wales	alexandra_of_denmark
john_of_lancaster_1st_duke_of_bedford	henry_iv_of_england
thomas_of_lancaster_1st_duke_of_clarence	henry_iv_of_england
blanche_of_england	henry_iv_of_england
philippa_of_england	henry_iv_of_england
edward_of_westminster_prince_of_wales	henry_vi_of_england
george_vi_of_the_united_kingdom	george_v_of_the_united_kingdom
prince_henry_duke_of_gloucester	george_v_of_the_united_kingdom
prince_george_duke_of_kent	george_v_of_the_united_kingdom
prince_john_of_the_united_kingdom	george_v_of_the_united_kingdom
marie_antoinette	francis_i_holy_roman_emperor
marie_antoinette	lt_Queen_of_the_Two_SiciliesFerdinand_II_of_the_Two_Siciliesgt
joseph_ii_holy_roman_emperor	francis_i_holy_roman_emperor
joseph_ii_holy_roman_emperor	lt_Queen_of_the_Two_SiciliesFerdinand_II_of_the_Two_Siciliesgt
leopold_ii_holy_roman_emperor	francis_i_holy_roman_emperor
leopold_ii_holy_roman_emperor	lt_Queen_of_the_Two_SiciliesFerdinand_II_of_the_Two_Siciliesgt
maria_carolina_of_austria	francis_i_holy_roman_emperor
maria_carolina_of_austria	lt_Queen_of_the_Two_SiciliesFerdinand_II_of_the_Two_Siciliesgt
ferdinand_duke_of_breisgau	francis_i_holy_roman_emperor
ferdinand_duke_of_breisgau	lt_Queen_of_the_Two_SiciliesFerdinand_II_of_the_Two_Siciliesgt
maria_christina_duchess_of_teschen	francis_i_holy_roman_emperor
maria_christina_duchess_of_teschen	lt_Queen_of_the_Two_SiciliesFerdinand_II_of_the_Two_Siciliesgt
archduke_maximilian_francis_of_austria	francis_i_holy_roman_emperor
archduke_maximilian_francis_of_austria	lt_Queen_of_the_Two_SiciliesFerdinand_II_of_the_Two_Siciliesgt
archduchess_maria_anna_of_austria_17381789	francis_i_holy_roman_emperor
archduchess_maria_anna_of_austria_17381789	lt_Queen_of_the_Two_SiciliesFerdinand_II_of_the_Two_Siciliesgt
archduchess_maria_josepha_of_austria	francis_i_holy_roman_emperor
archduchess_maria_josepha_of_austria	lt_Queen_of_the_Two_SiciliesFerdinand_II_of_the_Two_Siciliesgt
archduchess_maria_johanna_gabriela_of_austria	francis_i_holy_roman_emperor
archduchess_maria_johanna_gabriela_of_austria	lt_Queen_of_the_Two_SiciliesFerdinand_II_of_the_Two_Siciliesgt
archduchess_maria_elisabeth_of_austria_17431808	francis_i_holy_roman_emperor
archduchess_maria_elisabeth_of_austria_17431808	lt_Queen_of_the_Two_SiciliesFerdinand_II_of_the_Two_Siciliesgt
archduke_charles_joseph_of_austria_17451761	francis_i_holy_roman_emperor
archduke_charles_joseph_of_austria_17451761	lt_Queen_of_the_Two_SiciliesFerdinand_II_of_the_Two_Siciliesgt
lt_Elector_of_SaxonyAnthony_of_Saxonygt	lt_Elector_of_SaxonyMaria_Antonia_Walpurgis_of_Bavariagt
lt_Elector_of_SaxonyFrederick_Augustus_I_of_Saxonygt	lt_Elector_of_SaxonyMaria_Antonia_Walpurgis_of_Bavariagt
lt_Elector_of_SaxonyPrincess_Maria_Amalia_of_Saxonygt	lt_Elector_of_SaxonyMaria_Antonia_Walpurgis_of_Bavariagt
madeleine_of_valois	francis_i_of_france
władysław_iv_vasa	constance_of_austria
lt_1st_Duke_of_LancasterHenry_IV_of_Englandgt	lt_1st_Duke_of_LancasterBlanche_of_Lancastergt
anne_of_denmark	sophie_of_mecklenburggüstrow
elizabeth_of_denmark_duchess_of_brunswick	sophie_of_mecklenburggüstrow
hedwig_of_denmark	sophie_of_mecklenburggüstrow
ulrik_of_denmark_15781624	sophie_of_mecklenburggüstrow
louis_xiii_of_france	margaret_of_valois
louis_xiii_of_france	henry_iv_of_france
louis_xiii_of_france	marie_de_medici
elisabeth_of_france_16021644	margaret_of_valois
elisabeth_of_france_16021644	henry_iv_of_france
elisabeth_of_france_16021644	marie_de_medici
christine_marie_of_france	margaret_of_valois
christine_marie_of_france	henry_iv_of_france
christine_marie_of_france	marie_de_medici
césar_duke_of_vendôme	margaret_of_valois
césar_duke_of_vendôme	marie_de_medici
nicolas_henri_duke_of_orléans	margaret_of_valois
nicolas_henri_duke_of_orléans	henry_iv_of_france
nicolas_henri_duke_of_orléans	marie_de_medici
henrietta_maria_of_france	margaret_of_valois
henrietta_maria_of_france	henry_iv_of_france
henrietta_maria_of_france	marie_de_medici
catherine_henriette_de_bourbon	margaret_of_valois
catherine_henriette_de_bourbon	marie_de_medici
zbigniew_of_poland	judith_of_bohemia
zbigniew_of_poland	judith_of_swabia
zénaïde_laetitia_julie_bonaparte	joseph_bonaparte
zénaïde_laetitia_julie_bonaparte	julie_clary
eugène_de_beauharnais	napoleon_i
eugène_de_beauharnais	alexandre_de_beauharnais
haakon_crown_prince_of_norway	queen_sonja_of_norway
princess_märtha_louise_of_norway	queen_sonja_of_norway
amadeo_of_spain	maria_adelaide_of_austria
amadeo_of_spain	rosa_vercellana
maria_pia_of_italy	maria_adelaide_of_austria
maria_pia_of_italy	rosa_vercellana
princess_maria_clotilde_of_savoy	maria_adelaide_of_austria
princess_maria_clotilde_of_savoy	rosa_vercellana
prince_oddone_duke_of_montferrat	maria_adelaide_of_austria
prince_oddone_duke_of_montferrat	rosa_vercellana
charles_viii_of_france	charlotte_of_savoy
joan_of_france_duchess_of_berry	charlotte_of_savoy
anne_of_france	charlotte_of_savoy
alfonso_ii_of_aragon	ramon_berenguer_iv_count_of_barcelona
lt_Holy_Roman_EmperorMargaret_of_Parmagt	lt_Holy_Roman_EmperorIsabella_of_Portugalgt
lt_Holy_Roman_EmperorMargaret_of_Parmagt	lt_Duke_of_LorraineMarie_Jeanne_of_Savoygt
lt_1st_Earl_of_WiltshireAnne_Boleyngt	lt_1st_Earl_of_WiltshireElizabeth_Boleyn_Countess_of_Wiltshiregt
lt_1st_Earl_of_WiltshireMary_Boleyngt	lt_1st_Earl_of_WiltshireElizabeth_Boleyn_Countess_of_Wiltshiregt
knud_hereditary_prince_of_denmark	christian_x_of_denmark
knud_hereditary_prince_of_denmark	alexandrine_of_mecklenburgschwerin
nero_claudius_drusus	augustus
infanta_cristina_duchess_of_palma_de_mallorca	queen_sofía_of_spain
felipe_prince_of_asturias	queen_sofía_of_spain
infanta_elena_duchess_of_lugo	queen_sofía_of_spain
lt_Duke_of_BrabantJoanna_Duchess_of_Brabantgt	lt_Duke_of_BrabantMarie_dÉvreuxgt
lt_Prince_ConsortEdward_VII_of_the_United_Kingdomgt	lt_Prince_ConsortVictoria_of_the_United_Kingdomgt
louis_vii_of_france	lucienne_de_rochefort
philip_of_france_11161131	lucienne_de_rochefort
constance_of_france_countess_of_toulouse	lucienne_de_rochefort
prince_ali_bin_al_hussein	hussein_of_jordan
george_i_of_greece	louise_of_hessekassel
eleanor_of_aragon_queen_of_castile	peter_iv_of_aragon
eleanor_of_aragon_queen_of_castile	eleanor_of_sicily
eleanor_of_aragon_queen_of_castile	eleanor_of_portugal_queen_of_aragon
eleanor_of_aragon_queen_of_castile	maria_of_navarre
eleanor_of_aragon_queen_of_castile	sibila_of_fortia
isabella_of_aragon_13801424	eleanor_of_sicily
isabella_of_aragon_13801424	eleanor_of_portugal_queen_of_aragon
isabella_of_aragon_13801424	maria_of_navarre
isabella_of_aragon_13801424	sibila_of_fortia
joanna_of_aragon_countess_of_ampurias	eleanor_of_sicily
joanna_of_aragon_countess_of_ampurias	eleanor_of_portugal_queen_of_aragon
joanna_of_aragon_countess_of_ampurias	maria_of_navarre
joanna_of_aragon_countess_of_ampurias	sibila_of_fortia
lt_Grand_Duke_of_TuscanyMaria_Theresa_of_Austria_18011855gt	lt_Holy_Roman_EmperorMaria_Ana_of_Austriagt
lt_Grand_Duke_of_TuscanyMaria_Theresa_of_Austria_18011855gt	lt_Holy_Roman_EmperorEleonora_Gonzaga_16301686gt
lt_Grand_Duke_of_TuscanyMaria_Theresa_of_Austria_18011855gt	lt_Holy_Roman_EmperorMaria_Leopoldine_of_Austriagt
prince_philippe_duke_of_brabant	queen_paola_of_belgium
prince_laurent_of_belgium	queen_paola_of_belgium
princess_astrid_of_belgium_archduchess_of_austriaeste	queen_paola_of_belgium
delphine_boël	queen_paola_of_belgium
lt_Holy_Roman_EmperorMarie_Antoinettegt	lt_Holy_Roman_EmperorMaria_Theresa_of_Austriagt
lt_Holy_Roman_EmperorJoseph_II_Holy_Roman_Emperorgt	lt_Holy_Roman_EmperorMaria_Theresa_of_Austriagt
lt_Holy_Roman_EmperorLeopold_II_Holy_Roman_Emperorgt	lt_Holy_Roman_EmperorMaria_Theresa_of_Austriagt
lt_Holy_Roman_EmperorMaria_Carolina_of_Austriagt	lt_Holy_Roman_EmperorMaria_Theresa_of_Austriagt
lt_Holy_Roman_EmperorFerdinand_Duke_of_Breisgaugt	lt_Holy_Roman_EmperorMaria_Theresa_of_Austriagt
lt_Holy_Roman_EmperorMaria_Christina_Duchess_of_Teschengt	lt_Holy_Roman_EmperorMaria_Theresa_of_Austriagt
lt_Holy_Roman_EmperorArchduke_Maximilian_Francis_of_Austriagt	lt_Holy_Roman_EmperorMaria_Theresa_of_Austriagt
lt_Holy_Roman_EmperorArchduchess_Maria_Anna_of_Austria_17381789gt	lt_Holy_Roman_EmperorMaria_Theresa_of_Austriagt
lt_Holy_Roman_EmperorArchduchess_Maria_Josepha_of_Austriagt	lt_Holy_Roman_EmperorMaria_Theresa_of_Austriagt
lt_Holy_Roman_EmperorArchduchess_Maria_Johanna_Gabriela_of_Austriagt	lt_Holy_Roman_EmperorMaria_Theresa_of_Austriagt
lt_Holy_Roman_EmperorArchduchess_Maria_Elisabeth_of_Austria_17431808gt	lt_Holy_Roman_EmperorMaria_Theresa_of_Austriagt
lt_Holy_Roman_EmperorArchduke_Charles_Joseph_of_Austria_17451761gt	lt_Holy_Roman_EmperorMaria_Theresa_of_Austriagt
infanta_luisa_fernanda_duchess_of_montpensier	maria_josepha_of_saxony
infanta_luisa_fernanda_duchess_of_montpensier	ferdinand_vii_of_spain
infanta_luisa_fernanda_duchess_of_montpensier	maria_christina_of_the_two_sicilies
infanta_luisa_fernanda_duchess_of_montpensier	agustín_fernández_muñoz_duke_of_riansares
charles_iv_of_spain	charles_iii_of_spain
astrid_of_sweden	prince_carl_duke_of_västergötland
lt_Holy_Roman_EmperorLeopold_I_Holy_Roman_Emperorgt	lt_Holy_Roman_EmperorMaria_Ana_of_Austriagt
lt_Holy_Roman_EmperorLeopold_I_Holy_Roman_Emperorgt	lt_Holy_Roman_EmperorEleonora_Gonzaga_16301686gt
lt_Holy_Roman_EmperorLeopold_I_Holy_Roman_Emperorgt	lt_Holy_Roman_EmperorMaria_Leopoldine_of_Austriagt
lt_Holy_Roman_EmperorMariana_of_Austriagt	lt_Holy_Roman_EmperorMaria_Ana_of_Austriagt
lt_Holy_Roman_EmperorMariana_of_Austriagt	lt_Holy_Roman_EmperorEleonora_Gonzaga_16301686gt
lt_Holy_Roman_EmperorMariana_of_Austriagt	lt_Holy_Roman_EmperorMaria_Leopoldine_of_Austriagt
lt_Holy_Roman_EmperorEleanor_of_Austria_Queen_of_Polandgt	lt_Holy_Roman_EmperorMaria_Ana_of_Austriagt
lt_Holy_Roman_EmperorEleanor_of_Austria_Queen_of_Polandgt	lt_Holy_Roman_EmperorEleonora_Gonzaga_16301686gt
lt_Holy_Roman_EmperorEleanor_of_Austria_Queen_of_Polandgt	lt_Holy_Roman_EmperorMaria_Leopoldine_of_Austriagt
lt_Holy_Roman_EmperorArchduchess_Maria_Anna_Josepha_of_Austriagt	lt_Holy_Roman_EmperorMaria_Ana_of_Austriagt
lt_Holy_Roman_EmperorArchduchess_Maria_Anna_Josepha_of_Austriagt	lt_Holy_Roman_EmperorEleonora_Gonzaga_16301686gt
lt_Holy_Roman_EmperorArchduchess_Maria_Anna_Josepha_of_Austriagt	lt_Holy_Roman_EmperorMaria_Leopoldine_of_Austriagt
charles_v_holy_roman_emperor	philip_i_of_castile
ferdinand_i_holy_roman_emperor	joanna_of_castile
ferdinand_i_holy_roman_emperor	philip_i_of_castile
isabella_of_austria	philip_i_of_castile
mary_of_austria_queen_of_hungary	philip_i_of_castile
eleanor_of_austria	joanna_of_castile
eleanor_of_austria	philip_i_of_castile
catherine_of_austria_queen_of_portugal	philip_i_of_castile
lt_Prince_Consort_of_DenmarkPrince_Joachim_of_Denmarkgt	lt_Prince_Consort_of_DenmarkMargrethe_II_of_Denmarkgt
lt_Prince_Consort_of_DenmarkFrederik_Crown_Prince_of_Denmarkgt	lt_Prince_Consort_of_DenmarkMargrethe_II_of_Denmarkgt
zita_of_bourbonparma	robert_i_duke_of_parma
otto_von_habsburg	charles_i_of_austria
archduke_carl_ludwig_of_austria_19182007	charles_i_of_austria
archduke_felix_of_austria	charles_i_of_austria
archduke_rudolf_of_austria_19192010	charles_i_of_austria
archduchess_adelheid_of_austria	charles_i_of_austria
archduchess_charlotte_of_austria	charles_i_of_austria
archduchess_elisabeth_of_austria_19221993	charles_i_of_austria
francis_ii_of_the_two_sicilies	maria_christina_of_savoy
prince_alfonso_count_of_caserta	maria_christina_of_savoy
princess_maria_annunciata_of_bourbontwo_sicilies	maria_christina_of_savoy
prince_louis_count_of_trani	maria_christina_of_savoy
princess_maria_immaculata_of_bourbontwo_sicilies_18441899	maria_christina_of_savoy
princess_maria_luisa_immaculata_of_bourbontwo_sicilies	maria_christina_of_savoy
prince_gaetan_count_of_girgenti	maria_christina_of_savoy
prince_januarius_count_of_caltagirone	maria_christina_of_savoy
prince_pasquale_count_of_bari	maria_christina_of_savoy
luitpold_prince_regent_of_bavaria	therese_of_saxehildburghausen
luitpold_prince_regent_of_bavaria	ludwig_i_of_bavaria
carl_prince_bernadotte	prince_carl_duke_of_västergötland
princess_märtha_of_sweden	prince_carl_duke_of_västergötland
leopold_prince_of_salerno	maria_carolina_of_austria
carlo_duke_of_calabria	maria_carolina_of_austria
lt_Duke_of_OrléansPrince_Philippe_Count_of_Parisgt	lt_Duke_of_OrléansDuchess_Helen_of_MecklenburgSchweringt
prince_wilhelm_duke_of_södermanland	gustaf_v_of_sweden
prince_erik_duke_of_västmanland	gustaf_v_of_sweden
christian_vi_of_denmark	louise_of_mecklenburggüstrow
christian_vi_of_denmark	elisabeth_helene_von_vieregg
princess_elizabeth_of_clarence	william_iv_of_the_united_kingdom
princess_charlotte_of_clarence	william_iv_of_the_united_kingdom
lt_Crown_Prince_of_AustriaArchduchess_Elisabeth_Marie_of_Austriagt	lt_Crown_Prince_of_AustriaPrincess_Stéphanie_of_Belgiumgt
henry_v_of_england	henry_iv_of_england
william_i_german_emperor	frederick_william_iii_of_prussia
william_i_german_emperor	louise_of_mecklenburgstrelitz
william_i_german_emperor	auguste_von_harrach
alexandra_feodorovna_charlotte_of_prussia	frederick_william_iii_of_prussia
alexandra_feodorovna_charlotte_of_prussia	louise_of_mecklenburgstrelitz
alexandra_feodorovna_charlotte_of_prussia	auguste_von_harrach
princess_alexandrine_of_prussia	frederick_william_iii_of_prussia
princess_alexandrine_of_prussia	louise_of_mecklenburgstrelitz
princess_alexandrine_of_prussia	auguste_von_harrach
prince_albert_of_prussia_18091872	frederick_william_iii_of_prussia
prince_albert_of_prussia_18091872	louise_of_mecklenburgstrelitz
prince_albert_of_prussia_18091872	auguste_von_harrach
princess_louise_of_prussia_18081870	frederick_william_iii_of_prussia
princess_louise_of_prussia_18081870	louise_of_mecklenburgstrelitz
princess_louise_of_prussia_18081870	auguste_von_harrach
princess_maria_of_romania_18701874	elisabeth_of_wied
lt_Grand_Duke_of_TuscanyFerdinando_I_de_Medici_Grand_Duke_of_Tuscanygt	lt_Grand_Duke_of_TuscanyEleanor_of_Toledogt
lt_Grand_Duke_of_TuscanyFerdinando_I_de_Medici_Grand_Duke_of_Tuscanygt	lt_Grand_Duke_of_TuscanyCamilla_Martelligt
lt_Grand_Duke_of_TuscanyFrancesco_I_de_Medici_Grand_Duke_of_Tuscanygt	lt_Grand_Duke_of_TuscanyEleanor_of_Toledogt
lt_Grand_Duke_of_TuscanyFrancesco_I_de_Medici_Grand_Duke_of_Tuscanygt	lt_Grand_Duke_of_TuscanyCamilla_Martelligt
elizabeth_woodville	john_of_lancaster_1st_duke_of_bedford
john_grey_of_groby	john_of_lancaster_1st_duke_of_bedford
anne_woodville	john_of_lancaster_1st_duke_of_bedford
lt_2nd_Duke_of_NorfolkThomas_Howard_3rd_Duke_of_Norfolkgt	lt_4th_Duke_of_NorfolkMary_FitzAlangt
lt_2nd_Duke_of_NorfolkThomas_Howard_3rd_Duke_of_Norfolkgt	lt_3rd_Duke_of_NorfolkAnne_of_York_Countess_of_Surreygt
lt_2nd_Duke_of_NorfolkThomas_Howard_3rd_Duke_of_Norfolkgt	lt_21st_Earl_of_ArundelAlethea_Howard_Countess_of_Arundelgt
lt_2nd_Duke_of_NorfolkElizabeth_Boleyn_Countess_of_Wiltshiregt	lt_4th_Duke_of_NorfolkMary_FitzAlangt
lt_2nd_Duke_of_NorfolkElizabeth_Boleyn_Countess_of_Wiltshiregt	lt_3rd_Duke_of_NorfolkAnne_of_York_Countess_of_Surreygt
lt_2nd_Duke_of_NorfolkElizabeth_Boleyn_Countess_of_Wiltshiregt	lt_21st_Earl_of_ArundelAlethea_Howard_Countess_of_Arundelgt
elizabeth_of_serbia	catherine_of_hungary_queen_of_serbia
lt_1st_Earl_RiversElizabeth_Woodvillegt	lt_1st_Earl_RiversJacquetta_of_Luxembourggt
lt_1st_Earl_RiversJohn_Grey_of_Grobygt	lt_1st_Earl_RiversJacquetta_of_Luxembourggt
lt_1st_Earl_RiversAnne_Woodvillegt	lt_1st_Earl_RiversJacquetta_of_Luxembourggt
lt_1st_Duke_of_BuckinghamJohn_Stafford_1st_Earl_of_Wiltshiregt	lt_Earl_of_StaffordMargaret_Beaufort_Countess_of_Staffordgt
john_i_of_portugal	constance_of_peñafiel
lt_Princess_RoyalWilhelm_II_German_Emperorgt	lt_Princess_RoyalFrederick_III_German_Emperorgt
lt_Princess_RoyalSophia_of_Prussiagt	lt_Princess_RoyalFrederick_III_German_Emperorgt
lt_Princess_RoyalPrincess_Charlotte_of_Prussiagt	lt_Princess_RoyalFrederick_III_German_Emperorgt
lt_Princess_RoyalPrincess_Margaret_of_Prussiagt	lt_Princess_RoyalFrederick_III_German_Emperorgt
lt_Duke_of_TeckMary_of_Teckgt	lt_Duke_of_CádizIsabella_II_of_Spaingt
prince_nikolai_of_denmark	alexandra_countess_of_frederiksborg
prince_nikolai_of_denmark	princess_marie_of_denmark
prince_felix_of_denmark	alexandra_countess_of_frederiksborg
prince_felix_of_denmark	princess_marie_of_denmark
prince_henrik_of_denmark	alexandra_countess_of_frederiksborg
prince_henrik_of_denmark	princess_marie_of_denmark
princess_marie_louise_of_schleswigholstein	prince_christian_of_schleswigholstein
princess_helena_victoria_of_schleswigholstein	prince_christian_of_schleswigholstein
prince_christian_victor_of_schleswigholstein	prince_christian_of_schleswigholstein
albert_duke_of_schleswigholstein	prince_christian_of_schleswigholstein
lt_Crown_Prince_of_DenmarkPrince_Christian_of_Denmarkgt	lt_Crown_Prince_of_DenmarkMary_Crown_Princess_of_Denmarkgt
lt_Crown_Prince_of_DenmarkPrincess_Isabella_of_Denmarkgt	lt_Crown_Prince_of_DenmarkMary_Crown_Princess_of_Denmarkgt
lt_Crown_Prince_of_HanoverErnest_Augustus_Duke_of_Brunswickgt	lt_Crown_Prince_of_HanoverPrincess_Thyra_of_Denmarkgt
lt_Crown_Prince_of_HanoverPrince_Christian_of_Hanover_18851901gt	lt_Crown_Prince_of_HanoverPrincess_Thyra_of_Denmarkgt
lt_Crown_Prince_of_HanoverPrincess_Marie_Louise_of_Hanovergt	lt_Crown_Prince_of_HanoverPrincess_Thyra_of_Denmarkgt
lt_Crown_Prince_of_HanoverPrincess_Olga_of_Hanover_18841958gt	lt_Crown_Prince_of_HanoverPrincess_Thyra_of_Denmarkgt
lt_Crown_Prince_of_HanoverPrince_George_William_of_Hanover_18801912gt	lt_Crown_Prince_of_HanoverPrincess_Thyra_of_Denmarkgt
lt_21st_Earl_of_ArundelWilliam_Howard_1st_Viscount_Staffordgt	lt_4th_Duke_of_NorfolkMary_FitzAlangt
lt_21st_Earl_of_ArundelWilliam_Howard_1st_Viscount_Staffordgt	lt_3rd_Duke_of_NorfolkAnne_of_York_Countess_of_Surreygt
lt_21st_Earl_of_ArundelWilliam_Howard_1st_Viscount_Staffordgt	lt_21st_Earl_of_ArundelAlethea_Howard_Countess_of_Arundelgt
lt_21st_Earl_of_ArundelHenry_Howard_22nd_Earl_of_Arundelgt	lt_4th_Duke_of_NorfolkMary_FitzAlangt
lt_21st_Earl_of_ArundelHenry_Howard_22nd_Earl_of_Arundelgt	lt_3rd_Duke_of_NorfolkAnne_of_York_Countess_of_Surreygt
lt_21st_Earl_of_ArundelHenry_Howard_22nd_Earl_of_Arundelgt	lt_21st_Earl_of_ArundelAlethea_Howard_Countess_of_Arundelgt
