amitabh_bachchan	allahabad
white_plains	lt_New_YorkNew_Yorkgt
penn_yan	lt_New_YorkNew_Yorkgt
litchville	lt_North_DakotaNorth_Dakotagt
valley_city	lt_North_DakotaNorth_Dakotagt
fargo	lt_North_DakotaNorth_Dakotagt
langdon	lt_North_DakotaNorth_Dakotagt
lima	lt_OhioOhiogt
wellsville	lt_OhioOhiogt
galion	lt_OhioOhiogt
berea	lt_OhioOhiogt
fairview_park	lt_OhioOhiogt
euclid	lt_OhioOhiogt
mayfield_heights	lt_OhioOhiogt
hilliard	lt_OhioOhiogt
glendale	lt_OhioOhiogt
glendale	lt_WisconsinWisconsingt
findlay	lt_OhioOhiogt
norwalk	lt_OhioOhiogt
mentor	lt_OhioOhiogt
ironton	lt_OhioOhiogt
oberlin	lt_OhioOhiogt
larue	lt_OhioOhiogt
marion	lt_OhioOhiogt
brunswick	lt_OhioOhiogt
akron	lt_OhioOhiogt
niles	lt_OhioOhiogt
upper_sandusky	lt_OhioOhiogt
atoka	lt_OklahomaOklahomagt
lawton	lt_OklahomaOklahomagt
enid	lt_OklahomaOklahomagt
pauls_valley	lt_OklahomaOklahomagt
chickasha	lt_OklahomaOklahomagt
kingfisher	lt_OklahomaOklahomagt
madill	lt_OklahomaOklahomagt
edmond	lt_OklahomaOklahomagt
pawhuska	lt_OklahomaOklahomagt
afton	lt_OklahomaOklahomagt
ada	lt_OklahomaOklahomagt
wewoka	lt_OklahomaOklahomagt
bend	lt_OregonOregongt
echo	lt_OregonOregongt
forest_grove	lt_OregonOregongt
mcminnville	lt_OregonOregongt
beaver_falls	lt_PennsylvaniaPennsylvaniagt
reading	lt_PennsylvaniaPennsylvaniagt
johnstown	lt_PennsylvaniaPennsylvaniagt
st_marys	lt_PennsylvaniaPennsylvaniagt
uniontown	lt_PennsylvaniaPennsylvaniagt
allentown	lt_PennsylvaniaPennsylvaniagt
pottsville	lt_PennsylvaniaPennsylvaniagt
washington	lt_PennsylvaniaPennsylvaniagt
greensburg	lt_PennsylvaniaPennsylvaniagt
central_falls	lt_Rhode_IslandRhode_Islandgt
pawtucket	lt_Rhode_IslandRhode_Islandgt
charlestown	lt_Rhode_IslandRhode_Islandgt
watertown	lt_South_DakotaSouth_Dakotagt
revillo	lt_South_DakotaSouth_Dakotagt
de_smet	lt_South_DakotaSouth_Dakotagt
wilmot	lt_South_DakotaSouth_Dakotagt
yankton	lt_South_DakotaSouth_Dakotagt
elizabethton	lt_TennesseeTennesseegt
knoxville	lt_TennesseeTennesseegt
la_vergne	lt_TennesseeTennesseegt
sevierville	lt_TennesseeTennesseegt
mount_juliet	lt_TennesseeTennesseegt
beaver	lt_UtahUtahgt
hackensack	lt_New_JerseyNew_Jerseygt
vernal	lt_UtahUtahgt
lehi	lt_UtahUtahgt
hooper	lt_UtahUtahgt
ogden	lt_UtahUtahgt
charlotte_court_house	lt_VirginiaVirginiagt
jonesville	lt_VirginiaVirginiagt
leesburg	lt_VirginiaVirginiagt
luray	lt_VirginiaVirginiagt
sequim	lt_WashingtonWashington_US_stategt
bellevue	lt_WashingtonWashington_US_stategt
gig_harbor	lt_WashingtonWashington_US_stategt
morgantown	lt_West_VirginiaWest_Virginiagt
kenosha	lt_WisconsinWisconsingt
la_crosse	lt_WisconsinWisconsingt
oak_creek	lt_WisconsinWisconsingt
suring	lt_WisconsinWisconsingt
mequon	lt_WisconsinWisconsingt
williams_bay	lt_WisconsinWisconsingt
genesee	lt_WisconsinWisconsingt
rawlins	lt_WyomingWyominggt
cokeville	lt_WyomingWyominggt
saarbrücken	saarland
saarland	geoent_federal_republic_of_germany_2921044
inverness	scotland
wilhelmshaven	germany
chigasaki	lt_KanagawaKanagawa_Prefecturegt
shreveport	lt_LouisianaLouisianagt
traverse_city	lt_MichiganMichigangt
ortonville	lt_MinnesotaMinnesotagt
st_cloud	lt_MinnesotaMinnesotagt
lees_summit	lt_MissouriMissourigt
hannibal	lt_MissouriMissourigt
westerville	lt_OhioOhiogt
youngstown	lt_OhioOhiogt
tulsa	lt_OklahomaOklahomagt
bethlehem	lt_PennsylvaniaPennsylvaniagt
sioux_falls	lt_South_DakotaSouth_Dakotagt
johnson_city	lt_TennesseeTennesseegt
spring_hill	lt_TennesseeTennesseegt
bothell	lt_WashingtonKing_County_Washingtongt
wheeling	lt_West_VirginiaWest_Virginiagt
abbotsford	lt_WisconsinWisconsingt
edgerton	lt_WisconsinWisconsingt
hildesheim	lower_saxony
hangzhou	zhejiang
lichfield	staffordshire
las_piñas_city	philippines
bournemouth	dorset
koblenz	rhinelandpalatinate
liepāja	latvia
muntinlupa_city	philippines
kaunas	lithuania
frank_stella	malden_massachusetts
essen	north_rhinewestphalia
limoges	france
limoges	geoent_limoges_6451740
sandnes	norway
stokke	vestfold
stokke	geoent_vestfold_fylke_3132015
narvik	norway
herne	lt_GermanyNorth_RhineWestphaliagt
soest	lt_GermanyNorth_RhineWestphaliagt
funchal	portugal
fisk_university	nashville_tennessee
dieppe	lt_SeineMaritimeFrancegt
university_of_queensland	brisbane
worldwide_pants_incorporated	new_york_city
chemnitz	saxony
guerrero	mexico
palembang	indonesia
ingolstadt	bavaria
oswego	lt_New_YorkNew_Yorkgt
orange_prize_for_fiction	united_kingdom
green_bay	lt_WisconsinWisconsingt
kunduz	central_asia
isfahan	iran
yalta	ukraine
kayseri	geoent_republic_of_turkey_298795
macclesfield	cheshire
cobourg	lt_OntarioOntariogt
changchun	jilin
maynard	lt_MassachusettsMiddlesex_County_Massachusettsgt
wellesley	lt_MassachusettsNorfolk_County_Massachusettsgt
duxbury	lt_MassachusettsPlymouth_County_Massachusettsgt
dunkirk	lt_New_YorkNew_Yorkgt
dannemora_village	lt_New_YorkNew_Yorkgt
homer_village	lt_New_YorkNew_Yorkgt
poughkeepsie_town	lt_New_YorkNew_Yorkgt
cheektowaga_town	lt_New_YorkNew_Yorkgt
hunter_town	lt_New_YorkNew_Yorkgt
canandaigua_city	lt_New_YorkNew_Yorkgt
babylon_village	lt_New_YorkNew_Yorkgt
east_hampton_village	lt_New_YorkNew_Yorkgt
southampton_town	lt_New_YorkNew_Yorkgt
westerly	lt_Rhode_IslandRhode_Islandgt
chilton	lt_WisconsinWisconsingt
blue_mounds	lt_WisconsinWisconsingt
river_falls	lt_WisconsinWisconsingt
spooner	lt_WisconsinWisconsingt
pewaukee	lt_WisconsinWisconsingt
camiguin	philippines
electronic_arts	redwood_city_california
beauvais	france
beauvais	geoent_beauvais_6450128
yokosuka	lt_KanagawaKanagawa_Prefecturegt
constanţa	romania
launceston	lt_TasmaniaTasmaniagt
heidi_klum	bergisch_gladbach
mark_herron	baxter_tennessee
john_f_kennedy_assassination	dallas
suzhou	jiangsu
suzhou	lt_AnhuiAnhuigt
bacolod_city	philippines
kununurra	lt_Western_AustraliaWestern_Australiagt
heilbronn	badenwürttemberg
stans	switzerland
stevenage	hertfordshire
durban	south_africa
locarno	switzerland
lorna_luft	santa_monica_california
weybridge	surrey
asahikawa	lt_HokkaidōHokkaidōgt
hirosaki	lt_AomoriAomori_Prefecturegt
kazuno	lt_AkitaAkita_Prefecturegt
gosen	lt_NiigataNiigata_Prefecturegt
iwata	lt_ShizuokaShizuoka_Prefecturegt
hitoyoshi	lt_KumamotoKumamoto_Prefecturegt
sendai	miyagi_prefecture
hachiōji	lt_TokyoTokyogt
komae	lt_TokyoTokyogt
inagi	lt_TokyoTokyogt
saintdenis	lt_RéunionFrancegt
netley_abbey	netley
wagga_wagga	riverina
ashford	lt_KentKentgt
chichester	west_sussex
legazpi_city	philippines
pasig_city	philippines
târgu_mureş	romania
clevedon	somerset
dream_center	los_angeles
kotka	finland
scarborough	lt_North_YorkshireNorth_Yorkshiregt
crystal_palace_fc	south_norwood
south_norwood	geoent_croydon_2651817
kłodzko	silesia
efe	madrid
stamford	lt_LincolnshireLincolnshiregt
antakya	ottoman_empire
hat_trick_productions	london
belém	brazil
curtea_de_argeş	romania
puebla	mexico
trailer_park_boys	halifax_regional_municipality
viana_do_castelo	portugal
ta_keo	angkor_thom
baphuon	angkor_thom
yazd	iran
manaus	brazil
vevey	switzerland
anyang	henan
port_pirie	lt_South_AustraliaSouth_Australiagt
akamai_technologies	cambridge_massachusetts
cranbrook	lt_British_ColumbiaBritish_Columbiagt
neuchâtel	switzerland
ogre	lt_LatviaLatviagt
wicklow	republic_of_ireland
donetsk	ukraine
cipla	mumbai
louise_bourgeois	paris
grand_falls	lt_New_BrunswickNew_Brunswickgt
qom	iran
susan_ward	monroe_louisiana
national_medal_of_arts	washington_dc
digital_chocolate	san_mateo_california
maarten_van_heemskerck	heemskerk
karel_van_mander	meulebeke
slave_labor_graphics	san_jose_california
nash_bridges	san_francisco_bay_area
xiangtan	hunan
ato_records	new_york_city
gobabis	namibia
boca_raton_resort	boca_raton_florida
anticon	oakland_california
nynäshamn	sweden
kherson	ukraine
changshu	jiangsu
sfântu_gheorghe	romania
zolochiv	ukraine
sharmila_tagore	hyderabad_india
breda	netherlands
worth	lt_West_SussexWest_Sussexgt
gipuzkoa	geoent_euskal_autonomia_erkidegoa_3336903
jaya_bachchan	jabalpur
villefranchesurmer	geoent_villefranchesurmer_6425698
clubhouse_tv_series	los_angeles
adrianne_curry	joliet_illinois
the_late_late_show_cbs_tv_series	cbs_television_city
târgu_secuiesc	romania
geneseo	lt_New_YorkNew_Yorkgt
iloilo_city	geoent_republic_of_the_philippines_1694008
iloilo_city	philippines
waltham_abbey	lt_EssexEssexgt
old_government_house	lt_FrederictonFrederictongt
the_late_late_show_with_craig_ferguson	cbs_television_city
independent_womens_forum	washington_dc
sarah_clarke	st_louis_missouri
rawdon	lt_West_YorkshireWest_Yorkshiregt
john_quincy_adams_ward	urbana_ohio
atherton	lt_Greater_ManchesterGreater_Manchestergt
israeli_committee_against_house_demolitions	jerusalem
milena_dravić	belgrade
semnan_city	iran
zaporizhia	ukraine
sridevi	sivakasi
da_lat	vietnam
saugeen_shores	lt_OntarioOntariogt
cumberland_house	lt_SaskatchewanSaskatchewangt
sanmenxia	henan
soha_ali_khan	new_delhi
hakusan	lt_IshikawaIshikawa_Prefecturegt
myrhorod	ukraine
sheila_sim	liverpool
smita_patil	pune
longton	lt_StaffordshireStaffordshiregt
halton	lt_CheshireCheshiregt
john_duncan_fergusson	leith
hutton	lt_EssexEssexgt
unity	lt_SaskatchewanSaskatchewangt
titchfield_abbey	titchfield
richard_hornsby__sons	grantham
swan_hill	lt_VictoriaVictoria_Australiagt
redrow	flintshire
héctor_soberón	mexico_city
bowdon	lt_Greater_ManchesterGreater_Manchestergt
eglinton	lt_County_LondonderryCounty_Londonderrygt
langevåg	møre_og_romsdal
gunston_hall	fairfax_county_virginia
edna_manley	bournemouth
ilitch_holdings	detroit
nicky_henson	london
kingston_by_sea	west_sussex
pakistan_atomic_energy_commission	islamabad
steinshamn	møre_og_romsdal
skjønhaug	ltØstfoldgt
larsnes	møre_og_romsdal
eidsvåg	lt_NessetMøre_og_Romsdalgt
sjøvegan	troms
gryllefjord	troms
skarnes	hedmark
tvs_motor	chennai
valença_municipality	lt_PortugalPortugalgt
kenneth_harlan	usa
krasnoperekopsk	ukraine
rctv	caracas
buddyhead_records	hollywood
leeds	west_yorkshire
lubawka	silesia
ballsbridge	geoent_ranelagh_3315295
gauri_pradhan_tejwani	kashmir
iscar_metalworking	galilee
masfjordnes	hordaland
kings_cliffe	lt_NorthamptonshireNorthamptonshiregt
eagan	lt_MinnesotaMinnesotagt
minneapolis	minnesota
elaine_hamiltononeal	catonsville_maryland
westfield_southcenter	tukwila_washington
saltcoats	lt_SaskatchewanSaskatchewangt
littleton	lt_ColoradoColoradogt
chiba	lt_ChibaChiba_Prefecturegt
saitama	lt_SaitamaSaitama_Prefecturegt
nara	lt_NaraNara_Prefecturegt
gifu	lt_GifuGifu_Prefecturegt
kanazawa	lt_IshikawaIshikawa_Prefecturegt
kōriyama	lt_FukushimaFukushima_Prefecturegt
kumagaya	lt_SaitamaSaitama_Prefecturegt
niigata	lt_NiigataNiigata_Prefecturegt
tokushima	lt_TokushimaTokushima_Prefecturegt
anchorage	lt_AlaskaAlaskagt
langenburg	lt_SaskatchewanSaskatchewangt
hardwood_records	toronto
masonite_international	tampa_florida
petrovec	lt_Republic_of_MacedoniaRepublic_of_Macedoniagt
cork_city	republic_of_ireland
bergen_town_center	paramus_new_jersey
widnes	cheshire
national_organization_for_women	washington_dc
logansport	lt_IndianaIndianagt
sarika	new_delhi
shouguang	shandong
bremen	germany
bremen	geoent_federal_republic_of_germany_2921044
californication_tv_series	california
cheyenne	lt_WyomingWyominggt
mad_men	los_angeles
lori_nelson	santa_fe_new_mexico
day_by_day_entertainment	new_york_city
live_with_chris_moyles	london
bredenbury	lt_SaskatchewanSaskatchewangt
liberal_party_moldova	chişinău
sandusky	lt_OhioOhiogt
ofallon	lt_MissouriMissourigt
ritzcarlton_toronto	toronto
shruti_haasan	chennai
tencent_holdings_ltd	shenzhen
boris_kalin	solkan
wwfcanada	toronto
selborne_priory	selborne
mental_tv_series	bogotá
little_rock	lt_ArkansasArkansasgt
halifax	lt_West_YorkshireWest_Yorkshiregt
donald_baechler	new_york_city
wikimedia_foundation	san_francisco
tyler_turkle	alliance_ohio
edouard_wah	portauprince
bremerhaven	germany
operation_clambake	norway
lt2001_anthrax_attacksgt	boca_raton_florida
santa_fe	lt_New_MexicoNew_Mexicogt
providence	lt_Rhode_IslandRhode_Islandgt
jorge_poza	tulancingo
gillette	lt_WyomingWyominggt
trail	lt_British_ColumbiaBritish_Columbiagt
loma_linda	lt_CaliforniaSan_Bernardino_County_Californiagt
ignace_schott	dabo_moselle
mark_lindquist_sculptor	oakland_california
peter_paul_rubens	siegen
cinnamon_gardens	nawala
ishigaki	lt_OkinawaOkinawa_Prefecturegt
columba_domínguez	guaymas
fort_bowyer	baldwin_county_alabama
grand_rapids	lt_MichiganMichigangt
svenska_hollywoodfruar	los_angeles
alexandre_jacques_chantron	nantes
nantes	geoent_nantes_6434483
eduardo_úrculo	santurtzi
imc_group	galilee
califunya	portland_oregon
pretty_wild	los_angeles
shirley_purdie	kimberley_western_australia
labelle	lt_FloridaHendry_County_Floridagt
lakewood	lt_CaliforniaLos_Angeles_County_Californiagt
swim_	london
dryden_town	lt_New_YorkNew_Yorkgt
united_states_karate_association	phoenix_arizona
spot_trot	richmond_virginia
ajaccio	geoent_ajaccio_6452235
kenilworth_castle	kenilworth
mecca	ottoman_empire
seville	spain
dili	geoent_democratic_republic_of_timorleste_1966436
astana	central_asia
burgas	bulgaria
boulognesurmer	geoent_boulognesurmer_6439391
terrell	lt_TexasTexasgt
tukwila	lt_WashingtonKing_County_Washingtongt
ireland	northern_europe
amarillo	lt_TexasTexasgt
eugène_delacroix	saintmaurice_valdemarne
steinkjer	geoent_nordtrøndelag_fylke_3144148
jimmy_kimmel_live	el_capitan_theatre
antibes	geoent_antibes_6452097
giorgio_de_chirico	volos
st_gallen	geoent_wahlkreis_st_gallen_6458770
wuxi	jiangsu
kathy_burke	camden_town
turda	cluj_county
syon_house	hounslow
ismail_gulgee	peshawar
victor_bregeda	taganrog
michelle_vieth	marshalltown_iowa
rashtriya_indian_military_college	dehradun
harry_hills_tv_burp	teddington_studios
blakstad	lt_AustAgderAustAgdergt
bryan_station	geoent_montrose_4301227
kunal_khemu	srinagar
coupar_angus_abbey	coupar_angus
keely_shaye_smith	vallejo_california
neely_edwards	delphos_ohio
japanbritish_society	marunouchi
wallander_swedish_tv_series	ystad
herb_roe	portsmouth_ohio
april_2010_maoist_attack_in_dantewada	dantewada
neil_williams_artist	bluff_utah
alexander_iii_of_russia	saint_petersburg
cotton_mather	boston
david_letterman	indianapolis
francesco_cossiga	sassari
heraclius	cappadocia
john_updike	reading_pennsylvania
j_r_r_tolkien	bloemfontein
john_w_campbell	newark_new_jersey
pope_benedict_xiii	gravina_in_puglia
pope_gregory_ix	anagni
pope_sergius_ii	rome
pierre_trudeau	montreal
pope_theodore_ii	rome
quentin_tarantino	knoxville_tennessee
wilhelm_ostwald	riga
roland_garros_aviator	saintdenis_réunion
philo_farnsworth	beaver_utah
tom_hanks	concord_california
mata_hari	leeuwarden
eratosthenes	cyrene_libya
john_george_iii	lt_Elector_of_SaxonyDresdengt
samuel_johnson	lichfield
pliny_the_younger	como
adrienmarie_legendre	paris
pope_pius_ix	senigallia
ingeborg_bachmann	klagenfurt
pope_pius_vii	cesena
jeremy_paxman	bradford
umberto_ii_of_italy	racconigi
rowan_williams	swansea
larissa_latynina	kherson
hu_shih	shanghai
philip_v_of_macedon	pella
carol_cleveland	london
sean_penn	santa_monica_california
seán_lemass	dublin
ingrid_of_sweden	stockholm
baldur_von_schirach	berlin
eduard_müller_swiss_politician	bern
arthur_kennedy_actor	worcester_massachusetts
don_pardo	westfield_massachusetts
nicola_abbagnano	salerno
charisma_carpenter	las_vegas_nevada
philomena	corfu
marjorie_merriweather_post	springfield_illinois
lilian	lt_Princess_of_RéthyLondongt
james_woods	vernal_utah
jan_van_riebeeck	culemborg
shigeru_yoshida	yokosuka_kanagawa
nicolaus_ludwig_zinzendorf	dresden
karl_menninger	topeka_kansas
ryūnosuke_akutagawa	tokyo
john_sergeant_journalist	oxford
aldrich_ames	river_falls_wisconsin
josé_martí	havana
igor_ivanov	moscow
wilfredo_vázquez	san_juan_puerto_rico
tim_kazurinsky	johnstown_pennsylvania
kamal_haasan	paramakudi
fred_g_aandahl	litchville_north_dakota
ray_mercer	jacksonville_florida
jack_welch	peabody_massachusetts
friedrich_miescher	basel
john_scott_harrison	vincennes_indiana
chris_bryant	cardiff
harold_stassen	west_st_paul_minnesota
john_byrom	manchester
arthur_gould_rugby_player	newport
władysław_gomułka	krosno
rey_mysterio	lt_JrChula_Vista_Californiagt
augustus_ii_the_strong	dresden
elizabeth_siddal	london
whitley_stokes	dublin
gilles_duceppe	montreal
sancho_i_of_portugal	coimbra
williamina_fleming	dundee
rosalind_chao	anaheim_california
dwight_m_sabin	marseilles_illinois
paul_winchell	new_york_city
franz_josef_strauss	munich
nathan_lane	jersey_city_new_jersey
clarence_king	newport_rhode_island
tom_selleck	detroit
patricia_hewitt	canberra
john_thach	pine_bluff_arkansas
dita_von_teese	rochester_michigan
giulio_de_medici_d_1600	prato
mike_huckabee	hope_arkansas
peter_popoff	hamburg
claiborne_pell	new_york_city
bill_parcells	englewood_new_jersey
beatrice_of_portugal	coimbra
william_le_queux	london
john_r_horner	shelby_montana
saint_giles	athens
italo_balbo	ferrara
stone_cold_steve_austin	victoria_texas
sadao_araki	komae_tokyo
gerald_vizenor	minneapolis
lin_carter	st_petersburg_florida
john_ensign	roseville_california
neil_goldschmidt	eugene_oregon
abel_gance	paris
connie_willis	denver
johannes_peter_müller	koblenz
al_nipper	san_diego
seán_ocasey	dublin
joan_enric_vives_sicília	barcelona
paul_simon_politician	eugene_oregon
bob_kerrey	lincoln_nebraska
terry_everett	dothan_alabama
hussein_bin_ali	lt_Sharif_of_MeccaIstanbulgt
douglas_gresham	new_york_city
tom_allen	portland_maine
ann_taylor	lt_Baroness_Taylor_of_BoltonLondongt
sir_george_young	lt_6th_BaronetOxfordgt
vince_cable	york
charles_wilkes	new_york_city
karenna_gore_schiff	nashville_tennessee
john_kessel	buffalo_new_york
james_cran	aberdeen
ahmadou_ahidjo	garoua
paul_goodman_politician	london
melanie_johnson	ipswich
iain_luke	dundee
george_stephanopoulos	fall_river_massachusetts
james_purnell	city_of_london
fabian_hamilton	city_of_westminster
zdeno_chára	trenčín
robert_duncan_mcneill	raleigh_north_carolina
michael_doughty	adelaide
kumiko_aso	chiba_chiba
dean_smith	emporia_kansas
declan_donnelly	newcastle_upon_tyne
william_horwood_novelist	oxford
robin_morgan	lake_worth_florida
donald_c_macdonald	cranbrook_british_columbia
john_kline_politician	allentown_pennsylvania
charles_h_percy	pensacola_florida
robert_picardo	philadelphia
ken_kutaragi	tokyo
claudia_kennedy	frankfurt_am_main
graham_towers	montreal
hoyt_vandenberg	milwaukee
prosper_avril	portauprince
annette_ellis	melbourne
jennie_george	trani
ed_schultz	norfolk_virginia
michael_johnson_politician	hong_kong
arnold_nordmeyer	dunedin
richard_zedník	banská_bystrica
eve_kosofsky_sedgwick	dayton_ohio
sonya_olschanezky	chemnitz
lucienne_robillard	montreal
murray_maclehose	glasgow
vic_morrow	new_york_city
andy_dick	charleston_south_carolina
ragnar_granit	vantaa
petr_nedvěd	liberec
danny_bautista	santo_domingo
tommy_tune	wichita_falls_texas
robert_wright_journalist	lawton_oklahoma
peter_wilhelm_lund	copenhagen
henry_dworshak	duluth_minnesota
suzie_plakson	buffalo_new_york
konstantinos_kenteris	mytilene
jill_hennessy	edmonton
bob_menendez	new_york_city
michael_schoeffling	wilkesbarre_pennsylvania
helen_wagner	lubbock_texas
dan_blackburn	montreal
stephanie_cheng	hong_kong
kathy_sinnott	chicago
david_ortiz	santo_domingo
carl_van_vechten	cedar_rapids_iowa
ty_treadway	trenton_new_jersey
richard_laymon	chicago
giovanni_gentile	castelvetrano
günther_von_kluge	poznań
andrei_linde	moscow
george_steiner	paris
jan_syrový	třebíč
ana_guevara	nogales_sonora
littleton_waller_tazewell	williamsburg_virginia
giovanni_battista_riccioli	ferrara
richard_burr	charlottesville_virginia
mark_eaton_ice_hockey	wilmington_delaware
hubert_gough	london
geraint_jones	kundiawa
chay_santini	san_juan_puerto_rico
lance_klusener	durban
linda_eastman	oberlin_ohio
charlie_munger	omaha_nebraska
henry_baldwin_judge	new_haven_connecticut
robert_kagan	athens
strobe_talbott	dayton_ohio
frederick_lindemann	lt_1st_Viscount_CherwellBadenBadengt
auguste_michellévy	paris
zhang_jun_badminton	suzhou
jack_brooks_politician	crowley_louisiana
ronald_i_spiers	orange_new_jersey
joseph_babinski	paris
earl_dodge	revere_massachusetts
sangamitta	ujjain
tom_coburn	casper_wyoming
alphonso_ford	greenwood_mississippi
sergey_nechayev	ivanovo
proinsias_de_rossa	dublin
choudhary_rahmat_ali	balachaur
carol_rosin	wilmington_delaware
r_h_tawney	kolkata
catherine_carswell	glasgow
helena_roerich	saint_petersburg
christy_hemme	poway_california
dale_e_wolf	kearney_nebraska
clayton_cosgrove	nelson_new_zealand
jimmy_mulville	liverpool
mark_gosche	auckland
mohammadreza_aref	yazd
oscar_borg	halden
ernie_chambers	omaha_nebraska
roberta_taylor	london
lloyd_fredendall	cheyenne_wyoming
marin_karmitz	bucharest
johan_norberg	stockholm
john_hagee	baytown_texas
guto_harri	cardiff
alvin_robert_cornelius	agra
marisa_mell	graz
luke_jackson_basketball	eugene_oregon
jim_elliot	portland_oregon
virginia_dale	charlotte_north_carolina
renhō	tokyo
bertram_bestdunkley	york
james_collis	cambridge
issy_smith	alexandria
robert_franklin_armfield	greensboro_north_carolina
ray_miller_ohio_politician	hampton_virginia
davidson_dunton	montreal
drastamat_kanayan	iğdır
betty_lennox	oklahoma_city
béla_markó	târgu_secuiesc
james_mcphie	edinburgh
alfred_spencer_heathcote	london
john_wallace_linton	newport
jake_white	johannesburg
craig_ferguson	glasgow
miguel_ángel_suárez	san_juan_puerto_rico
rose_of_viterbo	viterbo
františek_křižík	plánice
kyle_korver	lakewood_california
wade_phillips	orange_texas
yuri_galanskov	moscow
hugh_panaro	philadelphia
al_harrington	orange_new_jersey
john_howard_lawson	new_york_city
jack_oakie	sedalia_missouri
ltİsmet_Özelgt	kayseri
paul_barber_actor	liverpool
rodney_rowland	newport_beach_california
russell_cooper	brisbane
jeff_purvis	clarksville_tennessee
lee_corso	miami
ivan_t_sanderson	edinburgh
buddy_bell	pittsburgh
rodney_m_davis	macon_georgia
rick_strassman	los_angeles
thomas_ford_politician	uniontown_pennsylvania
abraham_pietersen_van_deusen	haarlem
maja_gojković	novi_sad
mary_kay_place	tulsa_oklahoma
charles_harrelson	huntsville_texas
jackie_baillie	hong_kong
robert_smirke_architect	london
emma_maree_urquhart	inverness
john_theophilus_desaguliers	la_rochelle
ian_hart	liverpool
jake_siewert	new_york_city
mark_goddard	lowell_massachusetts
john_kovalic	manchester
traci_bingham	cambridge_massachusetts
jim_tressel	mentor_ohio
kentarō_itō	hachiōji_tokyo
brian_oshea_politician	waterford
andré_rouvoet	hilversum
miomir_žužul	split_city
george_whitman	salem_massachusetts
ethan_canin	ann_arbor_michigan
patti_mcguire	dexter_missouri
jon_hall	fresno_california
pemulwuy	botany_bay
ralph_peters	pottsville_pennsylvania
laura_lippman	atlanta
herbert_blumer	st_louis_missouri
robert_calder	elgin_moray
eugèneanatole_demarçay	paris
mário_schenberg	recife
candice_michelle	milwaukee
marilynne_robinson	sandpoint_idaho
lindsey_shaw	lincoln_nebraska
otto_schindewolf	hanover
kevin_pittsnogle	martinsburg_west_virginia
slats_gill	salem_oregon
victor_salva	martinez_california
dolph_sweet	new_york_city
edward_simpson_navy_officer	new_york_city
andrew_breitbart	los_angeles
cat_cora	jackson_mississippi
dragan_nikolić	belgrade
wainai_sadayuki	kazuno_akita
ann_beattie	washington_dc
giulietto_chiesa	acqui_terme
fred_armisen	hattiesburg_mississippi
ronny_cedeño	puerto_cabello
juan_alonso_zayas	san_juan_puerto_rico
richard_a_epstein	los_angeles
sydney_chilton_mewburn	hamilton_ontario
tom_matera	springfield_massachusetts
ryszard_czarnecki	london
huguette_oligny	montreal
tian_zhuangzhuang	beijing
cameron_monaghan	santa_monica_california
peggy_kirk_bell	findlay_ohio
jane_adams_actress	washington_dc
james_e_west_politician	salem_oregon
thomas_levet	paris
juanito_oiarzabal	vitoriagasteiz
gil_morgan	wewoka_oklahoma
karoline_leach	liverpool
pedro_armendáriz	lt_JrMexico_Citygt
glen_ruth	camden_new_jersey
gérard_jugnot	paris
mdogg_20	cleveland
osman_nuri_paşa	tokat
edward_condon	alamogordo_new_mexico
debbie_matenopoulos	richmond_virginia
stefan_lefors	baton_rouge_louisiana
esa_tikkanen	helsinki
jinsei_shinzaki	tokushima_tokushima
derrick_strait	austin_texas
virginia_davis	kansas_city_missouri
herman_haupt	philadelphia
lloyd_mangrum	trenton_texas
luke_williams_wrestler	auckland
nickla_roberts	lubbock_texas
skandor_akbar	vernon_texas
eileen_essell	london
ernie_russell	montreal
wayne_robson	vancouver
aleš_hemský	pardubice
caroline_ingalls	brookfield_wisconsin
julia_the_elder	rome
r_nicholas_burns	buffalo_new_york
michael_weston	new_york_city
aharon_barak	kaunas
daniel_adam_z_veleslavína	prague
hazem_el_masri	tripoli_lebanon
bristow_muldoon	glasgow
princess_tomohito_of_mikasa	tokyo
carla_gugino	sarasota_florida
frank_francisco	santo_domingo
piers_akerman	wewak
joyce_hyser	new_york_city
john_younger	lees_summit_missouri
reed_diamond	new_york_city
david_stremme	south_bend_indiana
rich_bickle	edgerton_wisconsin
jonathan_tasini	houston
rebecca_scott_model	kenosha_wisconsin
wu_ma	tianjin
mustafa_setmariam_nasar	aleppo
diora_baird	miami
chris_gore	big_rapids_michigan
josé_joaquín_de_olmedo	guayaquil
leon_vance	enid_oklahoma
kim_rhodes	portland_oregon
felix_of_nola	nola
mark_kerr_fighter	toledo_ohio
danielle_spencer_australian_singer	sydney
frank_faylen	st_louis_missouri
anna_bligh	warwick_queensland
beth_porter	new_york_city
nora_radcliffe	aberdeen
jilly_rizzo	new_york_city
tyronn_lue	mexico_missouri
yusuf_hamied	vilnius
eddie_graham	chattanooga_tennessee
rowena_wallace	coventry
sandy_lam	hong_kong
frank_albertson	fergus_falls_minnesota
rob_bottin	el_monte_california
morgan_york	burbank_california
daniel_rodney	lewes_delaware
aaron_williams	evanston_illinois
george_johnson_writer	fayetteville_arkansas
suzi_schott	springfield_illinois
maurice_evans_basketball	wichita_kansas
jeremy_horn	omaha_nebraska
patrick_tam_actor	hong_kong
mordechai_geldman	munich
